x,y,z
-9.753129959106445,-173.47048950195312,0.0018226946704089642
-9.751263618469238,-173.14476013183594,0.001796220662072301
-9.74954605102539,-172.84353637695312,0.0017658937722444534
-9.747785568237305,-172.53201293945312,0.001732438919134438
-9.746021270751953,-172.2201385498047,0.0016994798788800836
-9.744176864624023,-171.8907012939453,0.0016671313205733895
-9.742352485656738,-171.56126403808594,0.001638368470594287
-9.740533828735352,-171.23313903808594,0.0016134203178808093
-9.738813400268555,-170.9214630126953,0.001593011780641973
-9.737149238586426,-170.60940551757812,0.0015753497136756778
-9.735504150390625,-170.29237365722656,0.001560472184792161
-9.733878135681152,-169.97174072265625,0.0015476548578590155
-9.732243537902832,-169.64288330078125,0.001536821131594479
-9.730759620666504,-169.33966064453125,0.0015284287510439754
-9.72928524017334,-169.03656005859375,0.0015214479062706232
-9.727785110473633,-168.72573852539062,0.0015155732398852706
-9.726301193237305,-168.41598510742188,0.001510881120339036
-9.724749565124512,-168.0892333984375,0.0015066849300637841
-9.723240852355957,-167.77175903320312,0.0015035950345918536
-9.721700668334961,-167.4467010498047,0.0015008103800937533
-9.720138549804688,-167.11680603027344,0.001498788595199585
-9.718585968017578,-166.78646850585938,0.0014971863711252809
-9.717159271240234,-166.4803924560547,0.0014961182605475187
-9.71575927734375,-166.17922973632812,0.0014952790224924684
-9.71435260772705,-165.8761444091797,0.0014947450254112482
-9.712928771972656,-165.56466674804688,0.0014944779686629772
-9.711517333984375,-165.25418090820312,0.001494325348176062
-9.710098266601562,-164.93728637695312,0.0014942109119147062
-9.7086181640625,-164.60235595703125,0.001494325348176062
-9.707133293151855,-164.2648468017578,0.0014945161528885365
-9.70577621459961,-163.95663452148438,0.0014948975294828415
-9.704368591308594,-163.6346893310547,0.0014952408382669091
-9.702987670898438,-163.3170623779297,0.0014956605155020952
-9.701594352722168,-162.99307250976562,0.0014962326968088746
-9.700207710266113,-162.6671600341797,0.0014968430623412132
-9.698773384094238,-162.3301239013672,0.0014974152436479926
-9.697356224060059,-161.9945526123047,0.0014980637934058905
-9.695944786071777,-161.66049194335938,0.0014988266630098224
-9.694504737854004,-161.31930541992188,0.0014994752127677202
-9.693074226379395,-160.97988891601562,0.0015000855783000588
-9.691776275634766,-160.671142578125,0.001500772195868194
-9.690277099609375,-160.31382751464844,0.0015015351818874478
-9.688800811767578,-159.9616241455078,0.0015024124877527356
-9.687532424926758,-159.65869140625,0.0015030228532850742
-9.686201095581055,-159.34022521972656,0.001503785839304328
-9.68492317199707,-159.0319061279297,0.0015045487089082599
-9.683637619018555,-158.72242736816406,0.0015053116949275136
-9.682289123535156,-158.39784240722656,0.0015059220604598522
-9.680986404418945,-158.08236694335938,0.0015066468622535467
-9.67966079711914,-157.75865173339844,0.0015074479160830379
-9.678342819213867,-157.4375,0.0015081345336511731
-9.677009582519531,-157.10801696777344,0.0015088593354448676
-9.675714492797852,-156.78665161132812,0.0015096223214641213
-9.674359321594238,-156.4486846923828,0.0015103089390322566
-9.673022270202637,-156.11306762695312,0.0015110719250515103
-9.67170238494873,-155.77760314941406,0.0015118729788810015
-9.670415878295898,-155.44947814941406,0.0015125595964491367
-9.669078826904297,-155.1082000732422,0.0015132081462070346
-9.667713165283203,-154.7572479248047,0.0015139710158109665
-9.666385650634766,-154.4136962890625,0.0015148102538660169
-9.66507339477539,-154.07225036621094,0.0015154588036239147
-9.663713455200195,-153.71682739257812,0.0015161836054176092
-9.662429809570312,-153.38124084472656,0.0015169464750215411
-9.6610689163208,-153.024169921875,0.0015177094610407948
-9.659759521484375,-152.68006896972656,0.0015184342628344893
-9.658398628234863,-152.3234405517578,0.0015191208804026246
-9.657058715820312,-151.97109985351562,0.0015198074979707599
-9.655699729919434,-151.61607360839844,0.0015205322997644544
-9.654522895812988,-151.30743408203125,0.0015211045974865556
-9.653173446655273,-150.95510864257812,0.0015219437191262841
-9.65201473236084,-150.651611328125,0.0015225540846586227
-9.650863647460938,-150.34994506835938,0.0015230881981551647
-9.649707794189453,-150.0467529296875,0.0015237366314977407
-9.648351669311523,-149.69110107421875,0.0015242707449942827
-9.646985054016113,-149.33140563964844,0.001524957362562418
-9.645842552185059,-149.03089904785156,0.0015255677280947566
-9.644670486450195,-148.72251892089844,0.001526139909401536
-9.643288612365723,-148.35943603515625,0.0015267884591594338
-9.641895294189453,-147.9933319091797,0.0015275132609531283
-9.640737533569336,-147.68907165527344,0.0015280854422599077
-9.639578819274902,-147.38485717773438,0.0015286194393411279
-9.638379096984863,-147.06983947753906,0.001529191737063229
-9.637191772460938,-146.75784301757812,0.0015298021025955677
-9.635990142822266,-146.4424591064453,0.0015303360996767879
-9.634787559509277,-146.12652587890625,0.0015309082809835672
-9.633604049682617,-145.81549072265625,0.0015314804622903466
-9.632378578186035,-145.49392700195312,0.0015320527600124478
-9.631163597106934,-145.17498779296875,0.001532586757093668
-9.6299467086792,-144.85556030273438,0.0015331589384004474
-9.628768920898438,-144.54652404785156,0.0015336548676714301
-9.627534866333008,-144.22256469726562,0.0015342270489782095
-9.626300811767578,-143.89877319335938,0.0015347993467003107
-9.625079154968262,-143.57810974121094,0.00153537152800709
-9.62385368347168,-143.25668334960938,0.0015359055250883102
-9.622591972351074,-142.9255828857422,0.0015364396385848522
-9.621295928955078,-142.5852813720703,0.0015369736356660724
-9.620083808898926,-142.26809692382812,0.0015376221854239702
-9.618806838989258,-141.93362426757812,0.0015380799304693937
-9.617548942565918,-141.60438537597656,0.0015386521117761731
-9.61630630493164,-141.279052734375,0.001539186225272715
-9.615036010742188,-140.94638061523438,0.0015396821545436978
-9.613700866699219,-140.59678649902344,0.0015402925200760365
-9.612442016601562,-140.267333984375,0.0015408265171572566
-9.611164093017578,-139.932861328125,0.0015413606306537986
-9.609907150268555,-139.60427856445312,0.0015418564435094595
-9.608592987060547,-139.26048278808594,0.0015424287412315607
-9.607292175292969,-138.92047119140625,0.0015429245540872216
-9.605978012084961,-138.57655334472656,0.0015434586675837636
-9.604642868041992,-138.227783203125,0.0015439927810803056
-9.603310585021973,-137.87950134277344,0.001544564962387085
-9.60195255279541,-137.52471923828125,0.0015450989594683051
-9.60053539276123,-137.1544189453125,0.0015457093250006437
-9.599214553833008,-136.8095245361328,0.0015462434384971857
-9.597854614257812,-136.4541015625,0.0015467392513528466
-9.596482276916504,-136.09603881835938,0.0015472733648493886
-9.595084190368652,-135.73121643066406,0.0015477692941203713
-9.593677520751953,-135.36419677734375,0.00154837965965271
-9.592306137084961,-135.00636291503906,0.0015489136567339301
-9.590922355651855,-134.64515686035156,0.001549447770230472
-9.589521408081055,-134.27981567382812,0.0015499817673116922
-9.588075637817383,-133.9027862548828,0.0015505539486184716
-9.586671829223633,-133.53672790527344,0.001551011810079217
-9.585232734680176,-133.1624298095703,0.0015516221756115556
-9.584043502807617,-132.85289001464844,0.0015519654843956232
-9.582621574401855,-132.48297119140625,0.0015524612972512841
-9.581419944763184,-132.17120361328125,0.0015529191587120295
-9.580244064331055,-131.86654663085938,0.0015534913400188088
-9.579083442687988,-131.56546020507812,0.0015539109008386731
-9.577909469604492,-131.2608642578125,0.0015542923938483
-9.576725959777832,-130.95472717285156,0.0015546738868579268
-9.57551383972168,-130.6417236328125,0.0015551316319033504
-9.574061393737793,-130.26715087890625,0.001555627561174333
-9.572806358337402,-129.94346618652344,0.0015560853062197566
-9.571341514587402,-129.5660400390625,0.0015565812354907393
-9.570104598999023,-129.24734497070312,0.0015571152325719595
-9.56890869140625,-128.93934631347656,0.0015574204735457897
-9.567691802978516,-128.62646484375,0.0015578019665554166
-9.56646728515625,-128.31260681152344,0.00155825971160084
-9.565217971801758,-127.99224090576172,0.001558641204610467
-9.563955307006836,-127.66856384277344,0.0015591370174661279
-9.562690734863281,-127.3450927734375,0.0015595185104757547
-9.56148624420166,-127.03680419921875,0.0015599762555211782
-9.56023120880127,-126.71621704101562,0.0015603196807205677
-9.55897331237793,-126.39593505859375,0.001560739241540432
-9.55772590637207,-126.07798767089844,0.0015612351708114147
-9.556402206420898,-125.74101257324219,0.001561654731631279
-9.555190086364746,-125.43373107910156,0.0015620362246409059
-9.553836822509766,-125.09024810791016,0.0015624939696863294
-9.552582740783691,-124.77237701416016,0.0015628754626959562
-9.551257133483887,-124.43682098388672,0.001563256955705583
-9.54996109008789,-124.10980224609375,0.0015637147007510066
-9.548683166503906,-123.7883529663086,0.0015641343779861927
-9.547408103942871,-123.46758270263672,0.001564439502544701
-9.54607105255127,-123.13136291503906,0.0015648972475901246
-9.54470157623291,-122.78724670410156,0.0015653931768611073
-9.543394088745117,-122.4588851928711,0.0015657746698707342
-9.54207706451416,-122.12881469726562,0.0015661942306905985
-9.54072093963623,-121.78866577148438,0.001566651975736022
-9.539371490478516,-121.45083618164062,0.0015671098371967673
-9.538056373596191,-121.1212158203125,0.0015674912137910724
-9.53671932220459,-120.78646087646484,0.0015678727068006992
-9.535347938537598,-120.44341278076172,0.001568368636071682
-9.533989906311035,-120.104248046875,0.0015687119448557496
-9.53266716003418,-119.77408599853516,0.0015690934378653765
-9.531278610229492,-119.42758178710938,0.0015695511829108
-9.529928207397461,-119.0908432006836,0.001569970860145986
-9.52852725982666,-118.74168395996094,0.0015703522367402911
-9.527206420898438,-118.41255950927734,0.0015707719139754772
-9.52579116821289,-118.05948638916016,0.0015711152227595448
-9.524446487426758,-117.7240219116211,0.0015714967157691717
-9.523042678833008,-117.3744888305664,0.0015718782087787986
-9.521671295166016,-117.03337860107422,0.001572335953824222
-9.520345687866211,-116.70304107666016,0.0015726792626082897
-9.518932342529297,-116.35160827636719,0.0015730990562587976
-9.517566680908203,-116.0118637084961,0.0015734804328531027
-9.51620101928711,-115.67227935791016,0.0015738619258627295
-9.51478099822998,-115.31906127929688,0.001574319670908153
-9.513331413269043,-114.95854949951172,0.00157470116391778
-9.51197624206543,-114.62147521972656,0.0015750826569274068
-9.510549545288086,-114.26681518554688,0.0015754641499370337
-9.509139060974121,-113.91635131835938,0.0015758456429466605
-9.507713317871094,-113.56190490722656,0.0015762270195409656
-9.506301879882812,-113.21112060546875,0.0015766466967761517
-9.504920959472656,-112.86783599853516,0.0015769900055602193
-9.503421783447266,-112.49517059326172,0.0015774095663800836
-9.502021789550781,-112.147216796875,0.0015778292436152697
-9.500648498535156,-111.80593872070312,0.0015782107366248965
-9.499164581298828,-111.4372329711914,0.0015786302974447608
-9.497770309448242,-111.09078216552734,0.0015789736062288284
-9.496302604675293,-110.7261962890625,0.0015793550992384553
-9.49488353729248,-110.37353515625,0.0015797747764736414
-9.493481636047363,-110.02529907226562,0.0015801561530679464
-9.491990089416504,-109.65469360351562,0.0015805376460775733
-9.490565299987793,-109.30056762695312,0.0015809191390872002
-9.489157676696777,-108.95077514648438,0.001581300632096827
-9.487641334533691,-108.5741195678711,0.0015819109976291656
-9.486259460449219,-108.23088836669922,0.0015827120514586568
-9.484813690185547,-107.871826171875,0.0015840090345591307
-9.483373641967773,-107.51384735107422,0.0015859163831919432
-9.48189640045166,-107.14675903320312,0.001588777406141162
-9.48046588897705,-106.79135131835938,0.0015924394829198718
-9.479025840759277,-106.43367004394531,0.0015971697866916656
-9.477612495422363,-106.08248138427734,0.0016029680846258998
-9.476143836975098,-105.71751403808594,0.0016101779183372855
-9.474631309509277,-105.34184265136719,0.0016189516754820943
-9.473230361938477,-104.99226379394531,0.0016281451098620892
-9.471772193908691,-104.62825012207031,0.0016387499636039138
-9.470308303833008,-104.26311492919922,0.001650613616220653
-9.46890640258789,-103.91344451904297,0.0016627825098112226
-9.46743392944336,-103.54593658447266,0.001676515443250537
-9.466010093688965,-103.19071197509766,0.0016902483766898513
-9.464581489562988,-102.834228515625,0.0017043246189132333
-9.463085174560547,-102.46060180664062,0.0017196214757859707
-9.461675643920898,-102.10861206054688,0.0017339265905320644
-9.460232734680176,-101.74811553955078,0.0017484987620264292
-9.45876407623291,-101.38129425048828,0.0017631091177463531
-9.457361221313477,-101.030517578125,0.0017766512464731932
-9.455921173095703,-100.67024230957031,0.0017900026869028807
-9.45445442199707,-100.3033218383789,0.0018028581980615854
-9.453048706054688,-99.95136260986328,0.0018143022898584604
-9.451651573181152,-99.601806640625,0.0018248690757900476
-9.450252532958984,-99.25125885009766,0.0018345965072512627
-9.44887638092041,-98.90647888183594,0.0018430269556120038
-9.447443962097168,-98.54737854003906,0.0018508471548557281
-9.446066856384277,-98.20204162597656,0.0018572940025478601
-9.44464111328125,-97.8446273803711,0.001862787059508264
-9.443232536315918,-97.4914321899414,0.001867250306531787
-9.44186782836914,-97.14865112304688,0.0018703783862292767
-9.44044017791748,-96.7894287109375,0.001872781664133072
-9.439046859741211,-96.4393081665039,0.0018740404630079865
-9.437705993652344,-96.1019287109375,0.0018744601402431726
-9.436285972595215,-95.74476623535156,0.00187396421097219
-9.434926986694336,-95.40253448486328,0.0018727052956819534
-9.433500289916992,-95.04328155517578,0.0018708361312747002
-9.432133674621582,-94.69857025146484,0.0018683566013351083
-9.4307279586792,-94.34369659423828,0.0018653811421245337
-9.429357528686523,-93.99750518798828,0.0018620623741298914
-9.427966117858887,-93.64603424072266,0.0018583621131256223
-9.426615715026855,-93.3041763305664,0.001854509231634438
-9.425202369689941,-92.94597625732422,0.0018505038460716605
-9.42381763458252,-92.59445190429688,0.0018464983440935612
-9.422441482543945,-92.24532318115234,0.0018424929585307837
-9.421089172363281,-91.901611328125,0.0018386782612651587
-9.419672012329102,-91.5406723022461,0.0018349398160353303
-9.418322563171387,-91.19700622558594,0.0018315066117793322
-9.41697883605957,-90.85447692871094,0.0018283785320818424
-9.415603637695312,-90.50387573242188,0.0018255175091326237
-9.41417121887207,-90.1383056640625,0.0018228472908958793
-9.41281509399414,-89.79195404052734,0.0018207109533250332
-9.411426544189453,-89.43692016601562,0.001818994409404695
-9.410061836242676,-89.08792877197266,0.001817659242078662
-9.408706665039062,-88.7411880493164,0.0018166673835366964
-9.407288551330566,-88.37751770019531,0.0018161333864554763
-9.405983924865723,-88.04192352294922,0.001815942581743002
-9.40461540222168,-87.68980407714844,0.0018160570180043578
-9.403225898742676,-87.33196258544922,0.001816743751987815
-9.40182876586914,-86.97213745117188,0.001817544805817306
-9.400459289550781,-86.61924743652344,0.0018185366643592715
-9.399125099182129,-86.27507019042969,0.001819909899495542
-9.397748947143555,-85.91986083984375,0.001821473939344287
-9.396355628967285,-85.55992126464844,0.0018232286674901843
-9.39505386352539,-85.22335052490234,0.001825021579861641
-9.393702507019043,-84.87383270263672,0.0018269671127200127
-9.392309188842773,-84.51314544677734,0.001828988897614181
-9.390915870666504,-84.1522216796875,0.001831086934544146
-9.389599800109863,-83.81084442138672,0.0018329942831769586
-9.388216018676758,-83.45184326171875,0.0018349780002608895
-9.386857032775879,-83.09930419921875,0.0018368471646681428
-9.385523796081543,-82.75314331054688,0.0018385256407782435
-9.38418960571289,-82.4072036743164,0.0018401278648525476
-9.382827758789062,-82.0538558959961,0.0018416537204757333
-9.381464958190918,-81.70004272460938,0.0018429888878017664
-9.38010311126709,-81.34636688232422,0.0018440569983795285
-9.378735542297363,-80.99099731445312,0.0018450106726959348
-9.37739086151123,-80.64202117919922,0.001845811726525426
-9.376036643981934,-80.29059600830078,0.0018463839078322053
-9.37468147277832,-79.93876647949219,0.0018468416528776288
-9.373310089111328,-79.58280944824219,0.0018470705254003406
-9.371965408325195,-79.23382568359375,0.001847146893851459
-9.37060832977295,-78.88150024414062,0.0018470705254003406
-9.36925220489502,-78.52931213378906,0.0018467654008418322
-9.367889404296875,-78.17560577392578,0.0018464220920577645
-9.366544723510742,-77.82721710205078,0.0018459261627867818
-9.365179061889648,-77.4731216430664,0.001845277613028884
-9.363813400268555,-77.11941528320312,0.001844629179686308
-9.362451553344727,-76.76654052734375,0.0018439043778926134
-9.361116409301758,-76.42076110839844,0.0018431033240631223
-9.359755516052246,-76.06790161132812,0.0018423021538183093
-9.358400344848633,-75.71687316894531,0.001841462915763259
-9.357025146484375,-75.36104583740234,0.0018405856098979712
-9.355653762817383,-75.00701904296875,0.0018397463718429208
-9.354236602783203,-74.64080810546875,0.0018388689495623112
-9.352828979492188,-74.27754211425781,0.0018381060799583793
-9.351531028747559,-73.94216918945312,0.0018374193459749222
-9.350105285644531,-73.574462890625,0.0018367709126323462
-9.348722457885742,-73.21754455566406,0.0018361987313255668
-9.347338676452637,-72.86071014404297,0.0018356646178290248
-9.345928192138672,-72.49702453613281,0.0018352068727836013
-9.344565391540527,-72.14596557617188,0.0018348635639995337
-9.343097686767578,-71.76802825927734,0.0018345583230257034
-9.34176254272461,-71.42509460449219,0.001834367634728551
-9.34035587310791,-71.06356048583984,0.0018344058189541101
-9.339011192321777,-70.71830749511719,0.0018343294505029917
-9.337607383728027,-70.35804748535156,0.001834367634728551
-9.336185455322266,-69.99290466308594,0.0018344820709899068
-9.33475112915039,-69.625244140625,0.001834634691476822
-9.3333740234375,-69.27224731445312,0.0018348635639995337
-9.33199691772461,-68.91917419433594,0.0018350924365222454
-9.330592155456543,-68.5593490600586,0.001835435745306313
-9.329147338867188,-68.18925476074219,0.0018357408698648214
-9.327807426452637,-67.84635925292969,0.0018360461108386517
-9.326371192932129,-67.47879791259766,0.001836465671658516
-9.324983596801758,-67.12371826171875,0.0018368089804425836
-9.32359504699707,-66.76884460449219,0.0018372286576777697
-9.322153091430664,-66.4000473022461,0.0018375719664618373
-9.320718765258789,-66.03266906738281,0.0018378770910203457
-9.31928539276123,-65.66584777832031,0.001838182331994176
-9.317902565002441,-65.3120346069336,0.0018385638250038028
-9.316486358642578,-64.94984436035156,0.0018389452015981078
-9.315034866333008,-64.57843017578125,0.0018391741905361414
-9.313672065734863,-64.23003387451172,0.001839364878833294
-9.31222915649414,-63.86115264892578,0.0018395555671304464
-9.310809135437012,-63.49817657470703,0.0018397463718429208
-9.309388160705566,-63.135013580322266,0.0018398608081042767
-9.307950019836426,-62.76741409301758,0.0018399370601400733
-9.306543350219727,-62.40786361694336,0.0018400134285911918
-9.30506420135498,-62.0297737121582,0.0018400134285911918
-9.303682327270508,-61.676536560058594,0.0018400134285911918
-9.302270889282227,-61.3155517578125,0.0018399370601400733
-9.300756454467773,-60.928592681884766,0.0018398608081042767
-9.29940128326416,-60.58191680908203,0.0018397844396531582
-9.298014640808105,-60.22743606567383,0.001839631935581565
-9.296597480773926,-59.865028381347656,0.001839517499320209
-9.295170783996582,-59.50017547607422,0.001839364878833294
-9.29377269744873,-59.14260482788086,0.0018392122583463788
-9.292341232299805,-58.77635955810547,0.0018390597542747855
-9.290973663330078,-58.42655563354492,0.0018389071337878704
-9.289508819580078,-58.05198669433594,0.001838716329075396
-9.288098335266113,-57.69095230102539,0.0018385638250038028
-9.28671932220459,-57.33850860595703,0.0018384112045168877
-9.285318374633789,-56.980125427246094,0.0018382585840299726
-9.28388500213623,-56.61337661743164,0.0018381060799583793
-9.282480239868164,-56.25408172607422,0.0018380297115072608
-9.281044006347656,-55.88673782348633,0.001837915275245905
-9.279629707336426,-55.52499008178711,0.001837800838984549
-9.278197288513184,-55.15839385986328,0.0018377245869487524
-9.276820182800293,-54.80632781982422,0.0018376864027231932
-9.275409698486328,-54.44569778442383,0.0018376101506873965
-9.27394962310791,-54.07267761230469,0.0018374957144260406
-9.272539138793945,-53.71299362182617,0.0018374575302004814
-9.27117919921875,-53.36574172973633,0.0018374575302004814
-9.269782066345215,-53.009033203125,0.0018374575302004814
-9.26835823059082,-52.64555358886719,0.0018374575302004814
-9.266939163208008,-52.28373336791992,0.001837533782236278
-9.26550006866455,-51.91706466674805,0.001837533782236278
-9.264081001281738,-51.555633544921875,0.0018376101506873965
-9.262605667114258,-51.179931640625,0.001837648218497634
-9.261266708374023,-50.83922576904297,0.0018376864027231932
-9.259821891784668,-50.47119903564453,0.001837800838984549
-9.258438110351562,-50.11899185180664,0.0018379915272817016
-9.25699234008789,-49.75106430053711,0.00183806789573282
-9.255585670471191,-49.392372131347656,0.0018381441477686167
-9.254156112670898,-49.02811050415039,0.0018381060799583793
-9.252753257751465,-48.67119216918945,0.0018381060799583793
-9.251303672790527,-48.3017463684082,0.001838182331994176
-9.249938011169434,-47.95330047607422,0.0018382967682555318
-9.248495101928711,-47.585784912109375,0.001838334952481091
-9.247087478637695,-47.226741790771484,0.0018383730202913284
-9.245611190795898,-46.85062026977539,0.0018384112045168877
-9.244230270385742,-46.498680114746094,0.001838449388742447
-9.242852210998535,-46.147518157958984,0.0018384874565526843
-9.241410255432129,-45.77978515625,0.0018385256407782435
-9.239945411682129,-45.40642547607422,0.0018385256407782435
-9.238493919372559,-45.036537170410156,0.0018384874565526843
-9.23710823059082,-44.68365478515625,0.0018385256407782435
-9.235626220703125,-44.307044982910156,0.0018385638250038028
-9.23425006866455,-43.95773696899414,0.0018384874565526843
-9.232805252075195,-43.59074020385742,0.0018384874565526843
-9.231392860412598,-43.23202896118164,0.0018384874565526843
-9.22990608215332,-42.85415267944336,0.001838449388742447
-9.228556632995605,-42.511192321777344,0.0018383730202913284
-9.227137565612793,-42.15086364746094,0.0018383730202913284
-9.225668907165527,-41.77771759033203,0.0018384874565526843
-9.224228858947754,-41.412071228027344,0.0018382967682555318
-9.222796440124512,-41.048133850097656,0.0018384112045168877
-9.221400260925293,-40.69243621826172,0.0018383730202913284
-9.219939231872559,-40.32081604003906,0.0018382205162197351
-9.21850872039795,-39.95709991455078,0.0018382967682555318
-9.217090606689453,-39.59682846069336,0.0018382967682555318
-9.215641021728516,-39.22840118408203,0.0018381060799583793
-9.214242935180664,-38.873130798339844,0.0018381060799583793
-9.212806701660156,-38.50818634033203,0.00183806789573282
-9.211386680603027,-38.14724349975586,0.00183806789573282
-9.209918975830078,-37.7744026184082,0.00183806789573282
-9.208502769470215,-37.413658142089844,0.0018380297115072608
-9.207077026367188,-37.05039978027344,0.0018380297115072608
-9.205634117126465,-36.68251037597656,0.0018381060799583793
-9.204241752624512,-36.327274322509766,0.0018381060799583793
-9.202787399291992,-35.956600189208984,0.0018381441477686167
-9.201370239257812,-35.5963020324707,0.0018381060799583793
-9.199974060058594,-35.24082565307617,0.0018381441477686167
-9.198522567749023,-34.87117385864258,0.0018381441477686167
-9.197075843811035,-34.50246810913086,0.001838182331994176
-9.195693969726562,-34.150634765625,0.001838182331994176
-9.194204330444336,-33.77067565917969,0.001838182331994176
-9.19283676147461,-33.42210006713867,0.0018382205162197351
-9.19140338897705,-33.056636810302734,0.0018382205162197351
-9.189985275268555,-32.695003509521484,0.0018382205162197351
-9.188518524169922,-32.32095718383789,0.0018382585840299726
-9.187102317810059,-31.95977210998535,0.0018382967682555318
-9.185718536376953,-31.607046127319336,0.0018382205162197351
-9.184287071228027,-31.242692947387695,0.0018382585840299726
-9.182855606079102,-30.877685546875,0.001838334952481091
-9.18138599395752,-30.503114700317383,0.001838334952481091
-9.179953575134277,-30.138139724731445,0.001838334952481091
-9.178508758544922,-29.770360946655273,0.0018382967682555318
-9.17711067199707,-29.415822982788086,0.001838334952481091
-9.175664901733398,-29.04823875427246,0.001838334952481091
